0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
-0.00057955	-5.6315e-05	0.30034	-0.0020344	-0.01795	0.0089617
-0.00057955	-5.6315e-05	0.30034	-0.0020344	-0.01795	0.0089617
-0.0014404	-0.00022385	0.60102	-0.0050358	-0.014183	0.011435
-0.0014404	-0.00022385	0.60102	-0.0050358	-0.014183	0.011435
-0.0022178	-0.00049405	0.90109	-0.015601	-0.025692	0.012128
-0.0022178	-0.00049405	0.90109	-0.015601	-0.025692	0.012128
-0.003147	-0.00078556	1.2011	-0.02793	-0.030934	0.0072649
-0.003147	-0.00078556	1.2011	-0.02793	-0.030934	0.0072649
-0.0041774	-0.00096432	1.5014	-0.007811	-0.044495	0.0043181
-0.0041774	-0.00096432	1.5014	-0.007811	-0.044495	0.0043181
-0.0054554	-0.0013703	1.8018	-0.016026	-0.053728	0.0099955
-0.0054554	-0.0013703	1.8018	-0.016026	-0.053728	0.0099955
-0.0067717	-0.001485	2.1022	-0.0055721	-0.046136	0.0093745
-0.0067717	-0.001485	2.1022	-0.0055721	-0.046136	0.0093745
-0.0079179	-0.0014611	2.4022	-0.011958	-0.037866	0.025939
-0.0079179	-0.0014611	2.4022	-0.011958	-0.037866	0.025939
-0.0095869	-0.0013452	2.7022	-0.014768	-0.046205	0.0072788
-0.0095869	-0.0013452	2.7022	-0.014768	-0.046205	0.0072788
-0.011185	-0.0011988	3.0024	-0.027484	-0.039343	0.029996
-0.011185	-0.0011988	3.0024	-0.027484	-0.039343	0.029996
-0.012603	-0.0010653	3.3033	-0.015961	-0.038861	0.026629
-0.012603	-0.0010653	3.3033	-0.015961	-0.038861	0.026629
-0.013267	-0.00099212	3.6038	-0.017369	-0.045383	0.032993
-0.013267	-0.00099212	3.6038	-0.017369	-0.045383	0.032993
-0.013857	-0.001089	3.9038	0.0018445	-0.032838	0.04338
-0.013857	-0.001089	3.9038	0.0018445	-0.032838	0.04338
-0.014564	-0.0012198	4.2033	-0.0077746	-0.025531	0.060486
-0.014564	-0.0012198	4.2033	-0.0077746	-0.025531	0.060486
-0.014871	-0.0013926	4.5019	-0.0047335	-0.039891	0.07204
-0.014871	-0.0013926	4.5019	-0.0047335	-0.039891	0.07204
-0.01497	-0.0017006	4.8005	-0.0078626	-0.054686	0.073354
-0.01497	-0.0017006	4.8005	-0.0078626	-0.054686	0.073354
-0.01427	-0.0021459	5.0998	0.001447	-0.077697	0.084
-0.01427	-0.0021459	5.0998	0.001447	-0.077697	0.084
-0.013702	-0.0025224	5.3994	0.0011669	-0.062973	0.080295
-0.013702	-0.0025224	5.3994	0.0011669	-0.062973	0.080295
-0.013369	-0.0027702	5.6987	0.0090048	-0.066279	0.10163
-0.013369	-0.0027702	5.6987	0.0090048	-0.066279	0.10163
-0.013835	-0.0030166	5.9979	-0.0063695	-0.063849	0.08905
-0.013835	-0.0030166	5.9979	-0.0063695	-0.063849	0.08905
-0.014706	-0.0031155	6.2963	-0.0059295	-0.073905	0.097656
-0.014706	-0.0031155	6.2963	-0.0059295	-0.073905	0.097656
-0.015848	-0.0032363	6.5944	0.011374	-0.065691	0.11766
-0.015848	-0.0032363	6.5944	0.011374	-0.065691	0.11766
-0.016774	-0.0034965	6.8922	-0.0043533	-0.069124	0.12916
-0.016774	-0.0034965	6.8922	-0.0043533	-0.069124	0.12916
-0.016784	-0.0035713	7.1894	0.0063839	-0.056995	0.1161
-0.016784	-0.0035713	7.1894	0.0063839	-0.056995	0.1161
-0.015859	-0.0035957	7.4868	-0.01538	-0.060031	0.098712
-0.015859	-0.0035957	7.4868	-0.01538	-0.060031	0.098712
-0.014522	-0.0038002	7.7832	-0.017398	-0.063439	0.11557
-0.014522	-0.0038002	7.7832	-0.017398	-0.063439	0.11557
-0.013698	-0.0042078	8.0797	-0.028064	-0.06453	0.10904
-0.013698	-0.0042078	8.0797	-0.028064	-0.06453	0.10904
-0.012712	-0.0046514	8.3767	-0.02146	-0.064264	0.13359
-0.012712	-0.0046514	8.3767	-0.02146	-0.064264	0.13359
-0.012469	-0.0051063	8.6745	-0.0047426	-0.071512	0.15369
-0.012469	-0.0051063	8.6745	-0.0047426	-0.071512	0.15369
-0.012237	-0.0054644	8.9729	0.0074363	-0.068907	0.16247
-0.012237	-0.0054644	8.9729	0.0074363	-0.068907	0.16247
-0.012645	-0.0058616	9.2706	0.021754	-0.063777	0.17731
-0.012645	-0.0058616	9.2706	0.021754	-0.063777	0.17731
-0.013641	-0.0061795	9.5678	0.042024	-0.054718	0.18601
-0.013641	-0.0061795	9.5678	0.042024	-0.054718	0.18601
-0.015003	-0.006475	9.8648	0.030526	-0.043304	0.16722
-0.015003	-0.006475	9.8648	0.030526	-0.043304	0.16722
-0.016651	-0.0067782	10.163	0.040557	-0.042654	0.16636
-0.016651	-0.0067782	10.163	0.040557	-0.042654	0.16636
-0.018274	-0.0072062	10.461	0.020648	-0.052953	0.18551
-0.018274	-0.0072062	10.461	0.020648	-0.052953	0.18551
-0.018583	-0.0075853	10.761	0.029265	-0.042924	0.1839
-0.018583	-0.0075853	10.761	0.029265	-0.042924	0.1839
-0.018797	-0.0078232	11.06	0.049257	-0.028336	0.18113
-0.018797	-0.0078232	11.06	0.049257	-0.028336	0.18113
-0.019721	-0.0079297	11.359	0.03248	-0.024976	0.19034
-0.019721	-0.0079297	11.359	0.03248	-0.024976	0.19034
-0.021184	-0.0080203	11.658	0.035784	-0.015634	0.1914
-0.021184	-0.0080203	11.658	0.035784	-0.015634	0.1914
-0.022891	-0.008232	11.957	0.045142	-0.012248	0.20069
-0.022891	-0.008232	11.957	0.045142	-0.012248	0.20069
-0.025182	-0.0085976	12.256	0.058935	-0.01684	0.20343
-0.025182	-0.0085976	12.256	0.058935	-0.01684	0.20343
-0.027503	-0.0088716	12.554	0.044187	-0.016929	0.20611
-0.027503	-0.0088716	12.554	0.044187	-0.016929	0.20611
-0.029693	-0.0091691	12.853	0.04223	0.00036162	0.21688
-0.029693	-0.0091691	12.853	0.04223	0.00036162	0.21688
-0.031263	-0.0093302	13.152	0.046035	0.007012	0.21937
-0.031263	-0.0093302	13.152	0.046035	0.007012	0.21937
-0.033277	-0.0093941	13.451	0.031864	0.01658	0.20585
-0.033277	-0.0093941	13.451	0.031864	0.01658	0.20585
-0.035302	-0.0092791	13.75	0.024535	0.01709	0.21577
-0.035302	-0.0092791	13.75	0.024535	0.01709	0.21577
-0.036989	-0.0091353	14.049	0.024569	0.040027	0.20639
-0.036989	-0.0091353	14.049	0.024569	0.040027	0.20639
-0.038864	-0.0088158	14.347	0.027333	0.045534	0.20298
-0.038864	-0.0088158	14.347	0.027333	0.045534	0.20298
-0.041393	-0.0083964	14.644	0.022438	0.057416	0.22179
-0.041393	-0.0083964	14.644	0.022438	0.057416	0.22179
-0.044205	-0.007872	14.941	0.008944	0.047269	0.20293
-0.044205	-0.007872	14.941	0.008944	0.047269	0.20293
-0.047852	-0.0073271	15.239	-0.0029009	0.032619	0.1989
-0.047852	-0.0073271	15.239	-0.0029009	0.032619	0.1989
-0.052195	-0.0068623	15.536	-0.01252	0.022208	0.22698
-0.052195	-0.0068623	15.536	-0.01252	0.022208	0.22698
-0.056929	-0.0064947	15.833	-0.0072528	0.023029	0.23793
-0.056929	-0.0064947	15.833	-0.0072528	0.023029	0.23793
-0.062408	-0.0062938	16.13	0.0043317	0.022638	0.2463
-0.062408	-0.0062938	16.13	0.0043317	0.022638	0.2463
-0.06778	-0.0061194	16.427	0.0077153	0.016198	0.25688
-0.06778	-0.0061194	16.427	0.0077153	0.016198	0.25688
-0.072437	-0.006061	16.723	0.00054071	0.016729	0.26202
-0.072437	-0.006061	16.723	0.00054071	0.016729	0.26202
-0.076469	-0.0061425	17.02	-0.027281	0.020905	0.27411
-0.076469	-0.0061425	17.02	-0.027281	0.020905	0.27411
